Ensembl_ID	TCGA-L5-A4OG-01A	TCGA-JY-A6FB-01A	TCGA-V5-A7RE-01A	TCGA-L5-A43E-01A	TCGA-LN-A49M-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GJ-01A	TCGA-L5-A893-01A	TCGA-LN-A7HV-01A	TCGA-L5-A4OH-01A	TCGA-IC-A6RF-01A	TCGA-JY-A93F-01A	TCGA-LN-A4A9-01A	TCGA-L5-A4OJ-01A	TCGA-LN-A5U7-01A
ZDHHC23	2.564724073	2.768682669	2.728027461	1.637421485	0.885195415	0.799918703	2.869509325	1.582497583	1.029999189	2.03871984	1.210105513	0.627786093	0.896733856	2.115365561	1.525825128
ZDHHC24	2.666379466	2.845651118	2.073492266	2.069326502	2.132256559	1.242437285	1.711187905	2.020273235	2.776472203	3.162775019	2.302939906	1.767373243	1.793506341	2.307595199	2.565862293
ZDHHC3	3.580057064	3.806411784	4.769039828	3.731801375	3.533590353	3.924686651	3.370937024	4.506639061	2.803015523	3.584107835	5.151280201	4.233162393	3.521539163	3.33118052	3.759786635
ZDHHC4	3.493504565	3.426476202	3.555518538	0.379388237	2.353968355	1.793933712	2.641228652	3.091389014	3.597176362	4.179333384	2.822818425	1.34741555	1.975650354	2.944627829	3.121045264
ZDHHC5	5.451053292	5.205734269	5.231708298	5.371228274	5.694398812	5.63788583	5.3427469	5.074497501	5.481082266	4.895393125	5.632422566	5.784419749	4.711116483	5.131118628	6.506514211
ZDHHC6	3.570517234	4.005958534	3.460434354	4.062404427	2.739983608	2.750083783	3.743172276	3.718561306	2.915961455	4.416168877	3.538572809	3.246362342	3.225082854	4.241873747	3.14605031
ZDHHC7	5.864834274	5.615805575	3.917081364	5.281724757	3.403346312	2.872333107	4.283058281	3.952883601	2.940180425	4.26241814	3.789549263	3.122681783	4.036223155	4.385177962	3.635964881
ZDHHC8	3.624509512	4.002149506	3.236138592	3.960897182	3.522188772	2.702898013	3.487830359	3.03867872	3.293054799	4.068065247	3.563889794	3.846040208	4.347260442	2.366986163	4.905490121
ZDHHC9	3.872487254	4.090246997	4.752383972	5.219158289	4.204113534	2.846157747	4.651022243	4.000094248	3.773643613	5.24172338	3.797169545	3.949203518	3.140981642	4.601916134	4.590943324
ZEB1	1.895903483	1.917463691	0.885367039	1.647323257	2.051481218	0.757929823	1.352389716	1.83116805	1.181021839	1.776573174	1.205960222	1.058928554	2.780475701	1.591925773	1.611209851
ZEB2	1.045246467	0.798365817	0.241361049	0.527433348	0.929621243	0.471527402	0.362569676	1.272169906	0.474733518	0.538010511	0.767666088	0.406768767	1.84057739	0.516310801	0.63313126
ZER1	3.798549633	4.346137832	3.296601584	3.774107592	3.741716769	4.423972948	4.507992121	4.785928385	4.802082924	4.076395492	5.045668619	3.090908596	4.560546487	4.487216109	3.702348325
ZFAND1	3.90067535	2.900684957	3.763287701	4.546033325	2.912820811	2.375046345	3.441857204	2.689108465	3.217895468	3.047405971	2.856955292	3.03702426	3.39164419	3.394722258	3.081612976
ZFAND2A	3.793927587	2.725450538	2.258485729	2.535532085	2.808220206	1.294945804	2.271220497	3.177588423	3.211541345	3.612028813	2.692741415	1.588401179	2.465215368	2.358146637	2.417256439
ZFAND2B	2.64020497	2.69957673	3.224711469	2.3947533	1.544743034	2.804622963	2.793126541	3.020235177	2.332673356	3.318793305	2.351073575	2.438137448	2.117731693	3.035532096	2.015842483
ZFAND3	4.33896522	4.021955343	4.482497353	4.164620354	3.867126584	3.659738855	4.768521974	4.215936985	5.278462072	4.1831339	4.283376795	3.773639757	3.226568043	4.225833302	4.220969907
ZFAND4	0.870206257	0.930775672	1.082197902	1.440810232	1.13041656	0.709437106	1.654598443	1.521624154	1.137963069	1.112089612	0.823720506	1.179493844	1.015996048	1.006953828	1.057173751
ZFAND5	4.910132654	4.673804015	4.113431367	4.720112083	4.511498544	5.053392151	4.364273024	4.551070142	4.757729318	5.084738965	4.240663007	3.730164762	5.359430046	5.012337722	4.469023696
ZFAND6	2.953566715	3.437388217	3.567663195	3.040362727	3.832148625	3.244359556	3.676366983	3.332590699	3.525873557	3.105940657	3.341420581	3.640676323	3.293514567	3.603240337	2.527459686
ZFAT	1.097179037	0.905173366	1.437508218	1.220084251	0.884490506	1.219785085	1.362671535	1.610687734	1.275844624	1.191732764	1.08322375	0.950382248	0.80885461	1.065827423	1.597494187
ZFC3H1	3.034648685	2.665192299	2.464527829	3.124266881	2.346967367	2.439798388	2.557781089	2.247221494	2.182716713	2.968437827	2.420027432	2.43182429	3.893870041	2.672891911	3.011659219
ZFHX2	0.255043625	0.467653484	0.58578782	0.267405409	0.099871175	0.371177224	0.823544683	0.70555934	0.151341614	0.698882192	0.155190904	0.024251237	0.535373841	0.84563505	0.092297979
ZFHX3	2.400788159	2.582031895	2.338214001	2.627688959	2.270548953	1.489834647	1.927711186	2.114987275	1.523861969	2.981595722	1.157054643	1.604590724	2.525785281	1.351760255	2.952891279
ZFHX4	0.30094213	0.11563887	0.593737254	0.025848203	0.195408493	0.299117317	0.909127507	0.066854589	0.676196692	0.062094469	0.831192397	0.834669426	1.28671614	0.652717522	1.413728088
ZFP1	1.911597293	1.515903064	1.571078412	1.651743419	1.822968108	1.226036784	1.526975567	1.673459828	1.400594513	2.201745803	1.864437225	1.151288164	1.987925489	1.379447996	2.561073137
ZFP14	0.654042173	0.570347143	0.42398117	0.578272896	0.400743512	0.623057958	0.359988167	0.958747246	0.804937268	1.487165663	0.408154429	0.364408372	1.103808447	0.680005262	0.634232727
ZFP2	0.149472967	0.123929447	0.026401676	0.239512603	0.156881088	0.204207196	0.101046241	0.417011447	0.212069469	1.800608628	0.206610898	0.061207964	0.305827668	0.187157491	0.111339703
ZFP28	0.401344971	0.149332169	0.078543851	0.12508214	0.171008385	0.611741846	0.063014228	0.332693648	1.012404157	0.100775576	0.128681559	0.026394496	1.540638053	0.116270663	0.065398287
ZFP3	0.474630288	0.270189397	0.909473331	0.190471674	0.844021224	1.218313982	1.082671178	1.663775338	1.000906859	2.360625081	0.245172632	0.069658347	1.039435842	0.27597334	0.648624488
ZFP30	0.326746357	0.183871096	0.051580814	0.200249808	0.795322793	0.812671717	0.604708693	0.48499862	0.983292972	0.146545033	1.550219669	0.879165399	1.327313527	0.167930511	0.06132209
ZFP36	6.470099389	7.287254162	5.829540492	5.985248138	8.100876306	7.81166556	8.401458462	7.860514206	7.131101879	8.051577229	7.748807353	9.079912326	8.294723451	6.253971821	7.239608428
ZFP36L1	5.161769877	5.99902672	5.454007386	5.547009881	6.7351584	6.41016381	5.148670176	5.775303168	6.187323239	5.149744203	7.374726185	8.015693845	7.572739197	5.705760289	7.398820926
ZFP36L2	7.510639413	7.688948209	7.219204386	7.724033248	6.195713014	6.276630548	8.381094959	7.239901047	5.351502491	7.257617893	7.22324185	5.776597692	6.210239114	7.459256178	5.207565725
ZFP37	0.658921792	0.483711822	0.05166853	0.05174373	0.330548767	0.318903909	0.394784764	0.562151287	0.49948036	0.692273755	0.441898733	0.258093875	0.752202272	0.415683729	0.889857396
ZFP41	1.614318036	2.233996507	2.198850628	2.164418502	2.064034231	1.154057417	1.242237687	1.481045922	1.094077038	1.918659715	1.938531537	1.836563886	2.369058288	1.082068267	2.266650693
ZFP41	0.00494234	0.006195761	0	0.006405175	0.02142352	0.022675877	0.005951436	0	0.014799639	0.005118922	0.039943514	0.014180028	0	0	0.005543038
ZFP62	2.262144605	2.550195556	3.357255866	2.796851066	1.749402734	2.970818379	2.953849664	2.781934599	1.74819783	5.292992821	2.536788137	2.372770665	3.170491257	2.477000602	2.799088529
ZFP64	2.391054875	2.08814666	2.66720284	2.182385651	2.528444443	1.68202226	2.591370718	2.1336065	2.587844193	3.329447906	2.36816728	1.794971615	2.166056235	2.589572962	3.68121096
ZFP69	1.27513236	1.04228325	0.926783264	1.344756728	1.724706878	0.672159591	0.778446055	1.55351196	1.722120363	2.0358356	1.355929289	0.914866914	2.842999985	1.335871115	1.46000772
ZFP69B	1.280444813	0.847602092	0.671595582	0.927688779	0.806765076	0.365715289	1.293079007	1.706422853	1.369442055	1.735732628	1.310517716	1.093093168	1.723699709	1.526445836	0.762494733
ZFP82	0.269383712	0.117316772	0.041582438	0.111987213	0.131290184	0.191761693	0.036365759	0.291472745	0.992003776	0.095713492	0.148416365	0.064533446	0.811038367	0.121318185	0.081263984
ZFP90	2.038387467	1.709933755	1.210471928	1.793274372	1.912560956	1.716560963	1.832844441	1.942468713	1.608963977	2.071906202	2.607522418	1.670066992	2.763990572	1.33798074	2.750830955
ZFP91	4.20502358	4.370935397	4.083435938	4.206249123	4.379952164	3.222613883	3.912289618	3.857904884	3.809273949	4.208181799	3.861662725	4.43827797	4.130816258	4.344108694	5.735297349
ZFP92	0.247645247	0.205606718	0.039788689	0.056746958	0.411547153	0.04274204	0.774074034	0.135876646	0.085644385	0.073529136	0.345101951	0.082141713	0.629127491	0.113559264	0.517129186
ZFPL1	1.781966365	1.954268977	2.215422725	1.454679592	1.682848138	1.521571577	1.801689286	1.869530675	2.451249821	1.994537691	1.722240717	1.070230911	0.936709716	1.969805761	2.200752588
ZFPM1	4.287441531	4.740942298	3.689812625	4.250348903	2.380276068	1.284830178	4.81333263	3.581630212	2.255274037	2.451399472	2.406345667	2.170155048	2.496346576	3.447454612	2.151920429
ZFPM2	0.587372498	0.206577469	0.059833745	0.088143966	0.503933831	0.15526758	0.157714821	0.39340488	0.294754622	0.513778464	0.482840967	0.248166588	0.966296385	0.150283153	1.861348691
ZFR	4.450364064	4.05851305	4.191358218	4.001966353	4.144192793	3.594939154	3.937055988	3.753844496	4.157577562	4.8404874	4.213412384	3.929180612	3.887009023	4.293453254	4.557382647
ZFX	3.09627637	1.687015621	2.780797695	2.69542008	2.109012366	1.950661091	2.272330919	2.7562142	1.851859273	2.679845855	2.724217988	2.522261185	3.043315074	3.199956145	3.1323026
ZFYVE1	2.125374273	1.555129058	2.109002671	1.759448979	2.59595766	3.587551952	1.816921266	3.018062886	2.090721909	2.223973313	2.471959472	2.470093108	3.576170484	2.85178273	3.17990321
ZFYVE16	2.643365732	1.949016187	2.139724886	1.86917237	2.006703398	1.985946262	2.087326429	2.283752736	1.663197274	2.408204886	2.26074625	1.946717665	2.635685615	1.752523581	3.381158224
ZFYVE19	1.885149507	2.696302836	2.580307926	2.170284149	2.254113203	2.520851502	2.507397881	2.640873816	2.85435239	2.343886974	3.049854406	2.753832613	2.598693792	2.767666677	1.944588345
ZFYVE21	1.611006976	1.698420023	2.548072051	2.492537751	2.36439577	2.374235661	2.248252504	2.07622406	2.354447473	2.196544786	2.947385078	2.667020504	2.828416666	2.008836652	2.306388239
ZFYVE26	1.884415644	1.650495016	2.207745487	2.257600296	2.085112722	2.067258673	2.424035292	2.133831572	1.218210261	2.535200722	2.590806561	2.232738424	2.885237872	2.304133162	2.729783503
ZFYVE27	2.736722267	3.634507885	2.823068339	3.435070413	1.588036482	1.711357496	3.181369674	3.391684918	2.303896944	3.064499109	3.181961716	2.167788111	2.918755542	2.748514293	1.984586708
ZFYVE28	1.106915778	0.715964148	0.824042064	0.410878389	0.948560542	0.952083876	0.506484263	1.735522076	0.364129682	1.224274932	0.376498813	0.375539981	0.951167761	1.819284228	0.750624575
ZFYVE9	2.153858717	1.853697095	1.863397002	1.96112221	2.527951885	2.601730165	2.511036964	2.542320817	2.571500414	2.510331342	2.654024063	2.463897474	3.030235889	2.510455668	2.835436379
ZG16B	3.295521166	2.319253531	3.174023266	6.160819539	0.09641978	0.141859129	1.415286098	2.946768744	0.244819413	1.572624439	1.878458891	0.075444809	0.06249544	6.708021486	0.1706167
ZGLP1	0.213488943	0.200046624	0.537487819	0.212975629	0.231217707	0.24375036	0.205030063	0.1787776	0.295513709	0.204753932	0.281037002	0.212761552	1.104938602	0.311241014	0.335122708
ZGPAT	1.801619378	1.490297292	1.833137532	2.405479966	1.531501149	1.193255998	1.665600909	1.634164171	1.59658407	1.815377851	1.627735536	1.212284214	1.616829092	1.488659734	1.627593982
ZGRF1	0.917605148	0.626448765	0.8942591	0.875045127	0.882766561	0.513266581	0.875039637	1.236150081	0.553469779	1.382629761	0.954645925	0.933588031	1.605128645	1.284533963	1.660416591
ZHX1	2.764972033	2.150641289	2.509484195	3.498172682	3.972616089	4.24255308	3.19022443	3.206128007	3.0090216	2.695512145	3.166167222	4.145097707	4.298629803	2.810775259	4.131654366
ZHX2	2.550137778	2.540929381	2.321186635	3.283298557	2.28227099	2.316908817	2.806394629	3.1247527	1.523499534	3.658942792	2.244820286	2.73377124	1.720028501	2.864077142	3.003338723
ZHX3	1.886476684	1.857704799	1.254673864	2.012130222	2.122566436	2.440177061	2.633684489	2.239159629	1.824116443	3.190740572	2.863665219	2.713946105	1.748956659	2.066211574	2.449527745
ZIK1	0.356010399	0.209807144	0.087637127	0.166847933	0.277736629	0.224106728	0.10762362	0.515492242	0.889341222	0.219756888	0.391352934	0.050160883	0.563360354	0.205511057	0.080353747
ZKSCAN1	4.216007521	3.237642485	3.68516625	4.431660412	3.084831464	3.629431923	3.345489911	3.883325635	2.840565159	4.070534627	3.421190052	3.42698998	3.842904788	3.770493893	4.022100894
ZKSCAN2	0.799860479	1.042005206	0.781647252	0.809068612	0.91145957	0.396936177	0.728243755	0.847964638	0.960780563	0.949749271	0.960581782	0.366272231	0.549054068	0.62015063	0.808510268
ZKSCAN3	0.920774212	0.716990265	0.955576228	1.180923518	1.061803116	1.132180128	0.61051205	1.187136936	0.942831502	1.257515518	0.737310368	0.386592663	1.587357769	1.183839729	1.317578121
ZKSCAN4	1.349804932	0.829412623	0.932644774	1.97684664	1.338179538	1.136239989	1.059419813	1.313469568	1.428496467	1.455729696	1.29737315	0.769620969	1.508486353	1.883789651	1.169305743
ZKSCAN5	1.784222581	1.850579365	1.858240069	1.99506958	1.579922589	1.252799017	1.623061194	1.777179196	1.879061612	2.269744601	1.599210778	1.114174382	1.985941123	1.918672918	2.749973792
ZKSCAN7	0.216720823	0.102888885	0.025842532	0.160691949	0.136239082	0.284805202	0.564870387	0.223990657	0.401629066	0.099263349	0.753579441	0.327086393	1.409867588	0.100705624	0.596861932
ZKSCAN8	2.65352854	2.194748852	2.560358973	3.152631553	2.469588679	1.643078688	2.309157162	2.79533027	2.249487807	3.331336983	2.341086575	1.529803022	3.23221946	2.91294269	2.611047669
ZMAT1	0.192687136	0.060936031	0.041538797	0.386347202	0.112034733	0.301114879	0.112741927	0.912766203	0.921794439	0.150082808	0.260530054	0.032593177	0.379145123	0.184370303	0.035948979
ZMAT2	3.934727546	3.959762788	4.801397597	4.142485773	5.37129671	4.534859508	3.94742072	4.48051782	4.327810406	4.032162522	4.597987683	4.064919881	4.281325065	3.643979514	4.705887467
ZMAT3	2.179155035	2.030921733	1.118094763	2.911773193	2.470835451	1.875909171	2.58603479	2.349777966	2.002505281	2.04277038	2.772585446	2.079811043	2.220510256	2.26458615	3.349264135
ZMAT5	1.22588689	1.896662645	1.438807568	1.740033546	2.809435072	1.690003303	1.04461867	1.894527564	2.248712642	1.385248896	3.445920816	4.294058188	1.565267929	1.553770274	1.564908
ZMIZ1	4.270066851	4.876403185	3.756506568	4.002838765	3.444240667	4.484932675	4.514340639	4.277688575	4.982346189	4.074396142	5.143661266	3.88597415	4.219626675	3.36861384	4.575690244
ZMIZ2	4.952453995	4.898122737	4.56609684	5.254555571	3.895243854	3.86042835	4.174334592	4.482745442	4.462383597	5.266487862	4.404948102	4.222962458	4.294624233	4.795687196	3.869258436
ZMPSTE24	4.17834357	4.571412307	4.376368359	4.633513804	4.899666249	3.722753425	4.487557246	4.425023544	4.438345693	5.054392437	3.992463111	4.364180587	5.743441888	4.870845473	3.92207055
ZMYM1	2.181923853	2.072050152	2.056452929	2.198831816	2.353089768	2.150143831	2.332884694	2.205066061	2.391615303	3.226285602	2.009828103	3.100042907	2.746576657	2.817444248	2.340672223
ZMYM2	3.871317779	2.690604725	2.87571105	3.731074577	1.981655612	2.815241209	2.934279558	3.131600718	2.187670459	3.318066656	2.856854335	2.639710222	2.66628242	3.073153728	3.727503827
ZMYM3	2.253257736	2.7337372	3.431729282	2.602071048	2.412515287	2.607952882	2.482046596	3.023939509	3.05150202	3.364742536	2.345466925	1.50332651	2.464842126	2.527105838	2.633095805
ZMYM4	3.436224097	3.23293179	3.528616941	3.739611585	3.061202118	2.778635089	3.300530868	3.523335185	3.018210136	3.389370521	3.424585812	2.948346789	3.173568555	3.253643515	3.224830822
ZMYM5	3.210180156	1.68538361	1.640742981	2.775339893	1.802890667	2.293599827	1.96925151	1.983314703	1.185957171	2.80192567	2.051292995	1.857620067	2.2450026	2.373170563	2.79388921
ZMYM6	1.260761378	0.981843292	0.919339867	1.582974345	1.61860056	1.146799234	1.292569646	1.30135601	1.389318253	1.677054419	1.274857991	1.441218543	1.958756563	1.583715103	1.064770922
ZMYND10	0.073238316	0.149065877	0.230662983	0.137079852	0.038474061	0.189330864	0.131706045	0.673717519	0.02662681	0.144451471	0.202512708	0.169806585	0.24997485	0.093448882	0.055118866
ZMYND11	3.625800235	4.046080715	3.676317164	4.197984591	3.918229087	3.165937485	4.333475076	3.794596467	3.922800766	4.586706215	4.177826071	3.545532378	3.375462824	4.391426147	3.479037645
ZMYND12	0.397299264	0.941256259	0.637410059	1.354031702	0.0695134	0.255081086	1.334662121	0.834421336	0.541906309	0.670022291	0.067140691	0.046268393	0.809412258	0.852431405	0.043322219
ZMYND15	1.054861993	2.141567329	1.070494228	2.077138784	0.267096893	0.318032986	0.771460868	1.425237555	0.506431208	1.471910889	1.496762954	0.415253891	1.078883676	1.891352504	0.237498489
ZMYND19	2.872727493	3.772717434	2.977900576	2.916189734	3.297831251	2.270860644	2.698875081	2.886068424	4.222527348	3.347278499	3.352398309	3.506211504	3.335586968	3.129692819	3.053375158
ZMYND8	3.62013115	2.741381821	3.881391694	3.777648094	3.505051475	3.558245025	3.184514654	3.577405439	3.740891773	4.222401291	4.406206662	2.997758848	3.207958807	3.273202163	3.189063299
ZNF10	0.937362808	0.732527117	1.144290918	1.371053211	1.270128177	0.863921654	1.339228714	1.205237947	1.353488715	1.179866514	1.089556573	0.519832421	2.8219872	1.228014235	0.100917647
ZNF100	1.639461221	1.122120184	0.93991931	0.947097877	0.876360952	1.152737159	0.961431677	1.379937494	1.111739413	1.767472986	1.181853893	1.042840013	1.504810764	1.489220255	0.186886971
ZNF101	1.626111884	1.27146697	1.573347536	1.528295237	1.277246801	1.83705133	1.058341937	2.002040569	1.470580271	1.66775007	1.474144974	1.51400644	1.510897982	1.296016894	1.674920822
ZNF106	3.433147062	3.629871945	2.783086357	3.234723766	2.618389519	2.660659144	3.634278136	3.183646577	2.67425797	2.891376972	2.843105893	2.754307962	2.567728862	3.098193512	3.07935931
ZNF107	1.929070549	1.194242412	1.025154148	1.789432208	1.303919826	1.158294689	1.514001321	1.68592358	2.335049867	2.639703999	2.206631466	1.837939567	3.495299122	1.389126286	1.778487936
ZNF112	1.443945695	0.963005663	1.197183631	1.312673397	0.834133564	0.796160901	0.955953337	0.86137774	1.05321596	1.612519205	0.867328639	0.593956861	1.816765435	1.44903947	0.344292484
ZNF117	2.294139886	3.484652829	0.354229038	4.407280155	1.741214477	2.984315966	2.871592624	1.644435694	1.566295115	3.858828174	3.422218988	3.373290405	2.533418648	1.332362953	1.934201011
ZNF12	3.652190563	2.608419975	2.826972699	3.772582732	2.800491342	2.680494795	2.552745609	2.571170617	2.234199245	4.0419601	2.794423861	2.325878399	3.025052362	2.850673481	3.504078817
ZNF121	3.08577085	2.860795863	3.135523716	3.708880015	2.254922616	2.161313509	3.256266655	2.656268294	3.243353549	3.987979552	3.163554114	3.284659591	3.613091925	3.113853707	3.086826051
ZNF124	1.269498671	1.580219845	1.960231235	2.124904952	0.638312776	0.449714473	1.457929171	1.214500955	0.813277453	2.174808987	0.974206362	0.879210863	0.807352251	0.715903841	0.655587589
