Ensembl_ID	TCGA-BR-8680-01A	TCGA-IN-A7NR-01A	TCGA-CG-4440-01A	TCGA-R5-A7ZI-01A	TCGA-CG-4462-01A	TCGA-R5-A7O7-01A	TCGA-VQ-A8DZ-01A	TCGA-CG-5719-01A	TCGA-VQ-A8PQ-01A	TCGA-IN-7808-01A	TCGA-D7-A748-01A	TCGA-CG-4460-01A	TCGA-CG-4306-01A	TCGA-VQ-A8PJ-01A	TCGA-R5-A7ZF-01A	TCGA-CG-5724-01A	TCGA-CG-4465-01A	TCGA-BR-7957-01A	TCGA-BR-7196-01A	TCGA-CG-4301-01A	TCGA-CG-5722-01A	TCGA-BR-8289-01A	TCGA-CG-5716-01A	TCGA-CD-8529-01A
POGZ	3.450930488	3.077882449	3.407691929	2.005217871	3.401538963	2.56578009	3.073724834	2.555518351	4.022175098	3.802065457	2.419835065	4.73354796	3.30748461	3.797776508	2.529618932	2.678473432	3.192803074	3.302743189	3.043662001	3.232175814	2.941852636	3.858264484	2.498535992	3.138106551
POLA1	2.856892843	1.662928284	3.022427308	2.532752961	2.104681857	1.781200029	2.013911193	1.665106685	2.782526949	2.020152273	1.20064411	2.38785064	2.540400742	2.366655659	2.889092177	2.180641025	2.467822681	2.399467644	2.335652224	2.705492453	1.949138045	2.488244057	2.024092625	1.986996877
POLA2	2.686284521	2.157121823	2.893558495	3.19739931	1.933640062	2.361666462	2.477568221	1.965209424	2.534693558	2.717652604	1.639268331	2.813601981	2.974461377	2.648603853	3.325587997	4.003590888	2.921219996	1.937458532	2.414895866	1.965320203	3.029930513	2.309980704	2.992575845	2.312388632
POLB	2.161081681	2.173267946	2.078306902	2.747416874	1.988677531	2.561452735	2.09292405	1.614272982	1.982870317	1.943656455	2.090285402	2.793256804	2.510770079	2.612626548	2.52103965	3.165428456	2.210395956	1.77205638	1.850388185	2.302198868	2.372599088	2.220995829	1.499982692	1.918273706
POLD1	3.9112082	2.425054253	3.969996174	1.943322461	1.647220316	2.147663138	2.482432834	2.652729131	3.563151536	2.793056713	1.42050847	2.547296521	1.887569123	2.767572427	3.18185011	3.137936051	2.478632791	2.961853164	3.345001444	1.224086576	6.68615897	2.869402117	2.752313389	3.023529373
POLD2	5.590032674	4.922432819	5.342392861	5.695571805	3.42919348	4.901691207	5.093450748	4.730264579	3.740253709	4.395661851	3.459544969	4.188952141	4.464016975	4.882146529	6.160110879	5.932910539	4.477394988	4.432907406	4.462398254	3.421754654	4.976277159	4.645456925	4.987456204	4.136263373
POLD3	2.756343125	2.294128162	2.632971268	5.102150395	2.567121633	2.440402791	2.945687082	2.71541723	3.48317188	2.254210015	1.924569104	2.581209005	3.232090109	3.898636566	2.45199295	2.500467061	3.21118021	3.067034226	3.402974387	2.027391628	3.141348631	2.695007603	2.456335425	3.372979228
POLD4	2.327657414	3.365235837	3.750290845	3.613848325	2.683946151	2.845711066	4.223515069	3.693461242	3.348059093	3.519102218	3.246816811	2.065948355	2.530435234	3.795140707	3.053592615	5.069470052	3.064428445	2.010025134	2.745425348	2.806207019	3.49801956	2.438637016	3.846200281	3.155795439
POLDIP2	5.840993404	5.61667256	6.368216651	5.9597161	5.130583463	5.376850993	6.268711769	6.103346322	4.746288797	4.752467851	4.997907053	5.825969092	5.614251704	5.894407574	6.244270323	6.90116931	5.861733395	5.499889362	5.364101365	5.316424663	6.121141522	6.59015598	6.222067202	5.625794623
POLDIP3	4.602734159	4.686337487	4.695860502	4.095567767	4.525482267	3.948720116	4.419151094	4.653570274	4.678574456	4.491907036	3.403908466	3.972971139	4.389987064	4.775401275	4.543192513	4.586358569	4.396513315	4.713953771	4.54955516	4.644232505	4.579761971	4.646599183	4.664442258	4.980492552
POLE	2.989201491	1.806865326	2.789688173	2.316910317	1.594077041	1.658562998	2.251178207	1.493346636	2.834294037	2.345303045	1.093260626	1.981149497	2.429449267	2.436240706	2.51022523	2.325393088	2.389350737	2.207373107	2.666757109	1.513920084	2.39080793	1.917150619	1.935223774	1.765224891
POLE2	2.112677967	2.05083718	2.594473876	2.10318741	1.070148017	2.638208291	1.878183215	1.223430276	1.346769837	1.904818818	0.956190731	2.750796123	2.855460069	1.721283255	3.57433206	2.189825545	2.38184576	1.652667701	1.842258281	1.486102851	1.639817414	1.761256237	1.748535898	1.726376326
POLE3	5.132261265	4.04582303	5.223983245	5.457368931	4.328536953	4.398472371	4.408775094	4.392250477	4.323222829	5.358956143	3.755157216	4.040216194	4.898943883	4.284728817	4.866672482	4.902194867	4.852952069	4.506267946	4.861659823	4.561670738	4.884388692	5.629116764	4.514846601	4.844165305
POLE4	3.193954771	3.448006799	3.687426337	3.531958745	2.889626109	2.940281226	3.829311598	2.941426681	2.721435427	3.154841001	3.36520819	3.10107328	1.617777688	2.371513431	4.451671236	3.778160943	2.948072656	2.625564141	3.627269944	2.719578248	3.835743076	2.834382165	3.242954034	2.574305132
POLG	3.832015231	2.987075239	3.206653783	2.712709143	3.249089557	2.894386096	3.675466637	4.09576879	4.227258338	4.130748489	2.583254124	2.911460233	3.301072895	3.510312353	2.996297158	3.772634084	3.305158798	4.149091851	3.510035929	2.893021915	3.87879982	2.983984677	3.531826607	3.580079868
POLG2	1.992082446	1.647980584	2.300017821	1.855337639	1.585435756	1.914072514	1.772546168	1.492559697	2.366854803	2.370365279	1.456039048	2.343373005	1.939076117	1.825080984	2.096908488	1.707377835	1.45186481	1.426901031	1.412636393	1.782749077	2.113396346	2.0438923	1.084777868	1.599477721
POLH	2.528730907	2.293863057	2.312732952	2.160431918	2.579271077	2.983667874	1.97091616	2.178869955	3.611958002	3.168758319	2.00075526	2.445264246	2.779947892	2.421631073	2.73739457	1.867314017	3.020592014	3.29849489	2.891289499	2.179175326	2.115259217	3.194684603	2.4656623	2.83370511
POLI	0.928214035	1.19533931	0.820798791	0.765396467	1.692755851	0.524140705	1.303669253	0.636614429	1.617303602	1.301868792	0.925968178	1.804739931	1.191882988	0.997619346	0.647062999	0.626842045	1.123119869	0.95034459	1.04873021	1.033240604	1.067536334	0.745489733	0.82693207	0.729905767
POLK	1.918192489	1.305974919	1.887847597	1.197970374	2.363670387	0.9435541	0.884281921	1.130128658	2.409638501	1.74690406	1.475310203	2.185521762	2.254128162	1.385856962	1.458418292	1.052346752	2.151993317	2.138840171	1.632096645	2.274632309	1.451215051	1.565758464	1.451250063	1.420343889
POLL	2.490675606	1.82423408	1.912638206	1.95766635	1.985915361	1.583501674	2.118985952	2.557407363	2.450090639	2.319730092	1.691316921	1.986240917	2.029238757	2.345099821	2.060000555	3.060203323	1.92702696	2.153188077	2.356846652	1.898510448	2.586849002	2.781437732	2.301583967	2.010777153
POLM	2.793904678	2.66765032	2.813085169	2.73284336	2.202447027	2.237193173	3.020521776	2.91094129	3.674485601	3.64870111	2.118471426	2.743745841	2.538339309	3.021743352	2.67193533	3.128149119	1.78373582	2.142169465	2.650353899	2.728751956	2.751235415	2.878831612	2.597906078	2.806398507
POLN	0.13559507	0.099116986	0.068499187	0.225386342	0.192996066	0.319221331	0.191052096	0.089753512	0.309830781	0.219838267	0.175375952	0.267419022	0.227306908	0.109591511	0.118289508	0.142939343	0.101021615	0.188173499	0.106860113	0.137824521	0.135784873	0.058943677	0.06492091	0.194806802
POLQ	2.156872521	1.195344167	1.868954729	1.379927228	0.519466819	1.372388485	1.559469306	0.568464764	0.776493981	0.76631211	0.291390936	1.298849525	1.58032519	1.808666924	1.31866532	1.069377222	1.671289128	0.968630256	1.7838342	0.998689491	1.1533674	1.026270676	1.028337704	1.324031318
POLR1A	3.437739139	2.335754436	3.493754799	2.45662815	2.427335823	3.333662419	2.637659156	2.640041027	3.34833162	2.816344179	1.724413725	2.676564702	2.733708942	2.578317871	3.27446593	2.787665319	3.051692174	3.233899959	3.153296593	2.380596599	2.658506018	3.193068376	2.82587855	2.766927606
POLR1B	3.603087717	2.139241012	3.516987662	2.455561963	2.536861911	3.125962039	2.470173471	2.003631009	3.198028928	2.199552058	1.837598752	3.128702692	3.184479985	2.740337365	3.902992845	2.179127069	3.456668795	3.110859996	2.485578011	2.597558729	2.572575488	2.989325629	2.636572267	2.613833279
POLR1C	4.040547791	3.317551769	4.13823357	3.463337097	2.9667385	4.261828393	4.116546289	2.659300328	2.634558589	3.264397369	2.768550598	3.752448943	3.843782782	3.982509634	4.398285887	3.442873741	3.621172919	3.421969295	3.165749323	3.536013337	3.542194823	3.918110874	3.301994958	3.434470084
POLR1D	4.675092045	3.93553549	3.985693573	4.095004501	3.230312924	4.168381351	3.325661574	3.747850216	3.527750046	4.095072947	3.682909216	3.567284174	4.078342874	4.037180827	4.419804929	3.763273773	3.939893802	3.623835133	3.663564725	4.002384609	3.889739574	3.786872098	3.302133938	4.024239215
POLR1E	3.721899653	2.82458556	3.669722209	3.421537884	2.391889776	3.042412491	2.878558834	2.795443595	3.363151417	3.000569226	2.384027984	3.179879376	3.31155182	2.852393792	3.945988007	3.236520144	3.087789607	3.466777094	3.288903354	2.482673203	3.056927461	3.499515262	3.000521318	2.949814285
POLR2A	5.748600363	4.929003728	4.961770442	3.761054782	4.969509953	4.083741985	4.904365784	3.995196904	5.346367584	5.230444553	3.994342351	5.725872283	5.268050999	4.659406339	4.078449372	4.517974975	4.870242138	5.502701821	4.427650192	4.235533345	4.861964782	3.996114375	4.679450164	4.435829087
POLR2B	4.494320543	3.834676581	4.37241776	3.387914104	4.261340363	3.325415984	3.688185042	3.284100588	4.516096632	3.635943207	3.276401738	4.545739406	4.845048344	3.773397711	4.290445018	3.239699677	4.725493598	4.017402041	3.968623604	5.215835137	4.18416666	4.079588388	3.845328223	3.875411529
POLR2C	4.108259679	4.038674535	4.668431985	3.918472129	4.041318123	4.212227406	4.047778446	4.472980238	3.760556407	3.904612614	3.626511957	5.42492117	4.237345226	3.798339999	4.975823267	4.020894337	4.16276618	4.169856768	4.256858841	4.03791233	4.702752567	4.304965899	4.149174266	4.265084224
POLR2D	3.54545107	2.537789385	3.4209358	2.826132053	2.433764393	2.802929731	2.835204118	2.443127393	2.616368742	3.02141675	2.360147622	2.901482779	2.968939713	2.619368111	3.827563687	2.635598799	3.156917358	3.216371676	3.193635805	2.733641809	2.90029585	3.120252933	2.511125458	3.153410368
POLR2E	4.646022701	4.45343021	4.543397776	4.498633892	4.1469088	4.808572161	4.962312332	5.052718649	4.118036905	4.393838755	4.232451899	4.020260051	4.63836031	4.604549672	5.00296136	5.565414904	4.597682612	4.292948704	4.828311419	3.986040989	6.725482122	4.421338158	4.987172125	4.27123237
POLR2G	4.313268759	4.812642409	5.203907089	5.239667463	4.444597886	4.496704826	5.216329278	4.573707623	4.158574249	4.474798167	4.590228833	5.216865432	5.070655376	4.713045599	5.683802235	5.411796731	4.65497862	3.953709473	4.322791163	4.618436482	5.440489065	4.17756848	4.28822575	3.999795423
POLR2H	3.926097275	3.169877285	4.517802402	4.549662162	3.182626713	4.220164181	4.550507513	4.065286127	3.114926698	3.116061416	3.226422574	4.103819548	4.574970507	4.434064183	3.858837698	4.742885954	4.630723761	3.356597169	3.893473874	4.762291249	3.837581934	4.711765606	3.873252618	3.801792282
POLR2I	4.47548298	5.21733861	3.890549509	4.795723101	2.914201101	4.140117954	4.750201732	4.379087734	2.961382091	4.546115222	4.404044636	3.991518889	3.625301615	4.11701029	5.819021693	4.6047565	3.417757657	3.562520048	3.875131516	3.179093641	5.153770084	4.154257005	4.09467293	2.984767015
POLR2J	5.144673282	5.624241717	5.413810614	5.726022486	4.013969207	6.769537823	5.303271366	4.807734129	4.192062595	6.213266371	5.641255723	4.335836378	4.173847466	5.023229374	6.223489046	6.514505145	4.106191048	4.314394207	4.67871461	3.932650396	5.518318345	5.618931422	4.758266714	5.731881967
POLR2J3	0.893458883	0.739597202	0.737537391	0.815246905	0.373715022	1.098982008	1.038657103	0.407217265	1.05620808	1.388660619	0.308827175	0.457176293	0.19262631	0.595154133	0.556736602	0.752128355	0.268925858	0.383428975	0.570706973	0.354843668	0.441199404	0.565380691	0.397823464	0.619788481
POLR2K	4.296323072	5.491635709	4.887890069	6.527487672	4.817397132	6.180394033	6.725344354	4.939947864	4.2840219	5.479898795	5.730689304	5.926848746	5.432647551	5.266836259	6.83564217	6.275172914	4.902138314	4.699050629	4.804532482	7.021600326	5.387123028	5.013257048	4.59215138	5.253429776
POLR2L	5.660870059	6.334431855	6.258745357	8.177124127	5.304035131	7.12739441	6.670282281	6.314721163	5.271218215	5.577145634	6.808399581	5.781757262	6.148833899	6.07806743	6.178768154	6.570440966	6.063850106	4.674222233	5.875220124	5.240337529	7.369764802	6.175276792	6.265116652	5.66259691
POLR2M	2.94538953	2.113406078	2.263790839	1.92625043	2.517809354	2.180882405	2.749019108	2.151763574	3.063115672	2.634482604	2.292149101	2.582986752	2.554513866	2.685513355	2.318789518	1.688887857	2.659920142	2.342761604	2.533065071	2.861321589	1.788302224	2.079318055	1.715437346	2.177357937
POLR3A	2.45166235	1.437662444	2.599597027	1.614010142	2.156166774	1.797499654	1.849317608	1.752701481	2.354998973	4.314805807	1.134115747	2.784066108	2.48760244	2.291019278	2.315210929	2.128841091	2.307540108	2.651385908	2.159781856	2.201599148	1.999895632	2.806148919	2.13015179	2.436739217
POLR3B	2.084542631	2.08733095	2.849017176	1.836033567	1.903064348	1.460837103	2.034955634	1.518469393	1.954736896	1.964140696	1.408488574	3.157087135	2.722273029	2.692944009	2.186990923	1.186094172	2.288328649	2.487015398	1.836847	2.111238845	2.704179957	2.047127467	2.331297996	1.99011024
POLR3C	4.517294332	3.01098786	3.891932157	2.543535973	3.378780435	2.824589882	3.738959169	3.192365225	3.671698022	3.699601173	2.692893944	4.691773176	3.736971362	4.081560131	3.807504581	3.053580728	3.719838279	3.673731283	3.258025549	3.423348499	3.483937539	4.246438035	3.255331967	3.230007512
POLR3D	1.894515139	1.967675007	2.841355175	2.15134393	2.75741549	1.674738498	2.537036103	2.371854932	2.610535078	2.6163688	2.059333519	2.779328937	2.517296869	3.283855271	2.166132666	2.445232724	2.266840627	3.064380832	2.732861481	2.027102393	2.748985092	1.732959819	2.277291543	2.548207988
POLR3E	2.827800308	2.032589588	2.754699495	1.91442491	2.119880955	2.381119847	2.754290149	2.30100606	2.833393934	2.965685999	1.584258477	2.474421839	2.166281195	2.649453921	2.695702445	1.929949152	2.06195602	2.240359006	2.332786119	2.205463735	2.555710725	2.542719635	2.481808891	2.25282873
POLR3F	2.594319192	1.781545236	2.771628277	2.542180035	1.984611027	1.877292368	2.307297559	1.992407997	2.205670453	2.326240302	1.483553459	2.516122738	2.458093063	2.443552926	2.475794212	2.027604747	2.257696115	1.894141548	2.352381697	2.100314577	2.181325462	2.105246554	1.982171101	2.19195259
POLR3G	0.917603933	1.00956854	2.104561114	0.608570067	0.391677867	0.997433115	1.017652292	0.893955613	0.616104402	0.703353254	0.562190841	0.460052938	2.138225679	0.716965876	3.137068433	2.044089529	1.923664096	1.371984545	0.60656553	0.548805741	0.846082394	0.993326799	0.544686534	0.437352195
POLR3GL	3.442913405	3.243362988	3.153073285	3.527576918	3.643592709	2.446825945	3.586521443	4.113428443	4.278601549	3.90677754	3.605267464	3.375521903	3.741725776	3.272645975	3.093075852	2.953396053	3.029918116	3.475803777	3.677407268	3.531959851	3.858992851	3.494101871	3.170000877	3.499222781
POLR3H	3.003357019	2.089013683	2.461378713	2.462878587	2.678790323	2.013152338	2.637088024	2.883521741	2.506925826	2.662935262	1.954442642	2.018734117	2.567724087	3.100599691	2.643514291	2.988178405	2.436184629	2.773342394	2.998505061	2.17082362	3.306549345	3.337029334	2.836041755	2.810604501
POLR3K	3.004065473	2.656486937	4.399629319	3.879341893	2.551816011	3.9359629	3.421775342	2.89191983	2.559705246	3.000419294	2.587832563	3.420316787	3.504136668	2.8721442	3.62991657	3.338282304	3.656113754	2.142970542	2.566363367	3.31462123	3.819347951	1.887076792	3.215602913	3.160334963
POLRMT	4.411784351	3.501222629	3.139037533	3.765088337	2.66386564	4.11681232	4.02704174	3.865881587	3.975079667	3.563787158	3.139451692	3.161059275	3.323135093	3.552926032	4.567366487	3.901713033	3.047075896	4.258483336	3.777846262	2.364559002	4.329599355	4.648821278	3.792525238	3.510875777
POM121	2.978997699	2.525214326	3.662556395	2.177630748	2.435632538	2.139170058	3.731955468	2.467573259	3.500155903	2.857648465	1.79101858	2.540697202	2.805971918	3.374385528	3.098444946	3.253560653	2.751881441	3.146338411	3.018285716	2.403604298	3.118649825	3.291792919	2.922740636	3.295983984
POM121C	3.251299012	2.603704897	3.443578616	2.806287175	2.541091604	2.41727161	3.775541606	2.528288292	3.618771088	3.292344404	2.072409866	2.543500456	2.787912736	3.350042862	3.554795525	3.319155213	2.705384472	3.151157201	3.1854404	2.416806906	2.965761882	3.710861927	2.811387788	3.292479677
POMGNT1	3.215528482	3.024873042	3.429963779	2.709610342	2.972726434	2.716043769	3.424478853	3.091856986	2.933000443	3.147640281	2.494360162	3.144739607	3.274706822	2.834965924	3.592839936	3.088740351	3.187360388	3.105325462	3.129333275	2.386947374	3.497914982	3.786107132	3.324285403	3.378960287
POMGNT2	2.436737816	2.735470061	2.842777902	1.539606596	3.143936242	2.502157621	2.819672231	3.502774779	2.989549127	1.971138238	3.033531856	3.067746978	3.374625556	2.843728588	3.249518615	3.692994073	2.631135305	3.311448949	3.587587512	2.229552006	2.942429275	4.237360905	3.292717109	3.745813709
POMK	2.339842777	2.362983661	2.302671647	0.731079043	2.712353671	1.992518201	2.121789321	1.786708113	2.757901553	1.928413639	1.461099908	3.23943214	3.07202525	3.57580639	2.238751493	4.193215398	2.53324061	3.632867276	2.448892592	1.886898053	1.803954098	3.037477454	1.927708011	3.185106549
POMP	6.535634832	6.198073578	6.731638916	7.345488155	5.544854362	7.419415201	7.904998024	6.09032036	4.870691797	6.168512426	6.625422303	5.978383184	6.769179676	6.856004913	7.074134206	5.903845781	6.600559382	5.951102375	5.702858552	7.581431749	6.11404795	6.193456674	5.974392359	6.477585069
POMT1	2.244220996	1.52128004	2.57987734	1.880322882	2.059133119	1.495532818	2.326657148	1.932282693	2.56400161	2.928336651	1.8104326	2.435927598	2.094106082	1.830573434	1.817099334	2.044004048	2.205236219	1.914045008	2.126562533	2.036347299	1.445563073	2.59667364	1.755305799	2.214307002
POMT2	2.209869145	1.592407898	1.895383166	1.144282731	1.487490622	1.617497212	1.373967263	1.380626232	1.141367268	1.215879917	0.919714311	1.387396653	1.164412026	1.580821155	1.99339703	2.072898722	1.164635104	1.550508412	1.292069022	1.587142597	0.963497553	1.336546852	1.258935509	1.417351441
POMZP3	1.554637975	1.898893156	1.552538523	1.4086519	1.832490637	1.29513272	2.29568468	1.214675126	2.26874959	2.696276619	0.834039821	1.186395048	1.557307576	2.25350821	1.574988384	2.73055311	2.635419538	1.787355283	2.00057755	1.895919614	1.918936973	1.692398513	1.945789336	0.775906006
PON2	4.356170745	4.512872384	6.480087876	4.56658377	4.356430356	4.599599759	5.299684567	4.293148434	2.922283873	3.487901061	4.694472498	4.500236197	4.158540804	5.159060786	6.145930973	2.437307573	5.104521002	4.376088194	4.228758826	5.897054527	3.391691741	4.283392979	3.143232662	5.133535487
POP1	2.134879223	1.411330147	2.871042618	1.279864026	1.101419024	1.461972587	2.032777262	1.124840288	1.358413383	1.497327754	0.834989589	1.527502418	1.620991948	1.92449055	2.672780887	1.210765275	1.678821965	1.645841354	1.702875981	1.916936576	1.882068727	1.80171824	1.75329171	1.299160019
POP4	2.22759938	2.366088792	2.439878124	3.027581624	2.096554131	2.852689141	2.41546403	2.36523068	2.050723824	2.784230697	2.224097904	2.596742712	2.602383042	2.49432291	2.956327554	2.8934347	2.524969142	2.18684042	2.053492681	2.566120869	3.292946693	4.439086822	2.580173927	2.262782239
POP5	2.902603265	3.079704418	3.532957974	4.169280128	2.557888527	3.11889512	3.923242891	2.916514572	3.07312543	3.221344112	3.039889668	4.113545306	3.820747413	3.157961885	3.696791557	3.553412605	3.226971416	2.725507219	2.843565672	2.807129126	3.445075768	3.200715743	3.367644191	2.831723422
POP7	4.692721889	4.300920482	5.024125714	4.887355336	3.439635474	5.594716259	4.139363052	4.268954354	3.394308817	4.527997189	3.630453209	3.747345604	4.25042165	4.311005599	5.625974576	5.986296704	3.871073238	4.061539045	4.399458655	3.403179792	5.213948431	4.906081308	4.836007909	4.395037838
POPDC2	0.27467143	0.693851916	0.501689818	0.728737721	1.133627398	0.937249103	0.765978059	1.782614857	1.967919351	2.063615992	1.650856258	0.529816155	0.505008505	0.633128749	0.664150151	0.541985786	0.444404383	2.599773052	1.766779077	0.852226572	1.248271339	1.901032706	0.437535564	1.862549886
POR	3.611513516	3.876326775	4.761767815	4.256031227	3.921714275	5.182573396	5.110212068	4.122264352	4.206424722	4.260756298	3.95639644	3.160973758	3.623476874	4.499017482	4.671813959	4.570024552	3.446903317	3.775371592	4.351684521	3.090153444	3.505964529	5.274078899	4.885743949	4.178177307
PORCN	2.622137152	1.952813484	2.055790404	2.45974454	1.990465465	2.580857187	1.961876962	2.1892466	2.376714399	1.815808755	1.526367835	1.977872264	1.951462799	2.04879512	2.068423383	4.072011566	1.365002193	2.049510325	2.229260936	1.855701957	2.305405568	3.56078886	2.395695373	2.681520657
POSTN	4.916212208	3.636865215	5.160929383	3.303234696	7.256530575	3.722710656	3.641336283	6.575086432	2.873777093	1.190509817	7.457646441	4.126754155	6.995992698	3.26023779	4.556032459	6.256134397	7.192053098	6.416393392	4.859144072	7.268994111	4.189387637	5.955639008	4.208807451	6.184240435
POT1	2.481833545	2.407780191	3.921466148	1.942619625	2.408818353	1.709210285	1.5998332	1.870163833	2.691309728	2.884810803	1.704684952	2.646982558	2.333174539	1.760248852	3.558528255	1.845625446	2.473450278	2.232164801	2.254280966	2.345569949	2.032904567	2.481018291	1.865562425	2.006888508
POTEE	0.151185757	0.607815541	0.251343422	0.556943426	0.066561446	0.426812531	0.680532737	0.295125323	0.521243233	0.290884867	0.53004649	0.266098941	0.201845099	0.589711311	0.471856351	0.543774541	0.111239995	0.380423184	0.158580314	0.099312214	0.210014778	0.206167776	0.421266015	0.359430023
POTEF	0.079651704	1.018579946	0.233107103	0.899497865	0.084579723	0.861678761	0.658141623	0.223802144	0.517892093	0.393648778	0.768490084	0.408558409	0.231631713	0.392934611	0.709454282	0.212742031	0.149134995	0.298507471	0.059059355	0.132647032	0.140376044	0.361583779	0.248553188	0.551938441
POTEI	0.05663725	0.201453584	0.053620304	0.216688267	0.016843389	0.141097629	0.101173293	0.024229301	0.095652848	0.228280842	0.210972438	0.031944662	0.038575139	0.076969464	0.155114919	0.040718489	0.034106471	0.116574702	0.02172249	0.06277084	0.042547344	0.06045004	0.079876341	0.067200657
POTEJ	0.166373527	0.463336474	0.115343364	0.439599768	0.095263885	0.340979233	0.216090702	0.057996494	0.238485984	0.211856845	0.540492551	0.103487166	0.153822195	0.155442311	0.406020569	0.105187082	0.17942534	0.249367092	0.04473559	0.127392891	0.054965912	0.164218275	0.169598063	0.173583997
POU2AF1	0.337069518	2.60068476	0.097084149	2.531140726	1.456164605	1.421375876	0.854020105	2.306907452	3.893324077	4.478522606	0.617920604	1.886354775	2.146322302	0.707385399	0.13274111	0.343266102	0.548470184	0.781465	2.951588195	1.619508489	3.00911851	1.705788458	4.570055584	3.664279534
POU2F1	3.647445555	2.007527375	1.952646587	1.497368427	1.772591933	2.232986588	2.592152276	1.562831043	2.71466564	3.342564148	1.418390726	1.851276167	1.839133343	2.655697656	2.074695349	1.668494097	2.15270512	2.404071133	1.950755566	2.012888078	1.968620105	2.447085882	1.732756996	2.520934737
POU2F2	1.294466119	1.957299227	0.630595763	2.49758581	1.842533068	2.355364248	1.35279521	1.96479083	4.204893993	4.728818229	2.112214961	0.771005891	1.096189031	1.173778763	0.964203761	1.030576065	0.956353294	1.313670879	2.181796719	1.053291574	2.406809171	1.152910622	2.558219864	3.351540124
POU2F3	0.332136577	1.1089385	0.063127844	0.164663861	0.714071837	0.352645881	0.212930226	0.568802813	0.394599571	0.094839259	0.378931071	0.145981508	0.300213535	0.701174995	0.545163106	0.883129398	0.466085473	0.414302836	0.339938848	0.565804153	0.728044371	0.407371512	0.658334656	0.516469611
POU5F1	1.01164684	0.942008768	1.391492319	0.849390643	0.704684698	1.036977119	1.121921724	0.879291867	1.498210388	0.757636988	0.526102646	2.082871015	1.192578087	2.590794987	0.696169781	0.610258197	0.644980538	0.31275594	0.948472511	1.069137712	0.29631812	1.236369232	0.792777487	0.73001652
POU6F1	0.93097631	0.980224453	0.444810803	1.082375092	1.668086979	0.781613952	0.61409925	1.299745373	2.644291001	2.028594143	0.856668291	1.121140069	0.922021373	0.447829906	0.836143451	0.576997316	0.532523727	1.572909688	1.711554541	0.958054411	0.967691987	1.376951344	1.12463597	1.167837111
PPA1	5.881303559	4.629917644	5.519171573	5.502868201	4.829157419	4.73215927	4.606984458	4.511337666	4.422746434	4.051442548	4.548022411	4.790457308	5.823960949	5.182511834	5.254549785	4.902623206	5.678307984	5.272570086	4.842730427	6.113379598	4.462496842	5.255769265	4.745660338	4.711016092
PPA2	3.534511734	3.533472542	3.69478656	3.813752645	3.36606022	3.23435978	3.385587701	3.177325183	3.249775633	3.030664831	3.478745413	3.912493129	4.792793804	3.599331717	4.406018774	3.238061322	4.289701252	2.653211005	3.001543898	3.475638217	4.647772771	3.563786207	3.507845832	3.057315341
PPAN	2.629235509	0.887781351	0.950583203	2.123211245	0.552051743	1.858347536	1.827381219	1.545322151	1.659047487	1.917374555	1.031575916	0.584168872	1.3963228	1.262385176	2.266020139	1.67830842	0.900912918	2.000759965	1.528891655	0.677436368	2.442331028	2.311522791	1.739383785	1.558098412
PPARA	3.686323545	2.316374124	2.96953856	1.872447424	2.504119231	2.184390519	2.212946708	1.828189552	2.391912356	2.486309313	1.559061022	2.051800278	2.5384763	2.982159041	1.59813839	1.08775047	2.93411164	2.265323603	1.710573164	1.709808905	1.459001198	2.677006092	2.016599214	2.786889662
PPARD	4.337988186	3.410081047	3.175351517	2.69160919	3.938260261	3.115327334	4.050547866	3.516453826	4.137973501	3.608752647	3.777041241	4.02873092	4.273625513	4.301491258	4.240664683	5.009606166	4.170722612	3.633089103	3.909659894	3.285384902	3.520546926	3.959265168	5.636711337	4.100972601
PPARG	3.413072915	2.614288223	4.811258701	0.430282009	2.952897621	3.52633765	3.916654641	3.966274919	2.749291038	2.016520012	3.33245965	2.789722064	4.581355451	3.282049672	2.266489482	4.425882432	3.677272695	2.253646139	3.212946319	3.460904872	1.684601601	2.763035964	4.342355509	2.935239948
PPARGC1A	0.770669538	0.939370805	0.353604025	0.022045512	0.744391307	1.967478381	1.216766463	0.8759905	1.389586139	0.584942099	0.720412428	2.379130773	0.61666936	1.260964776	2.049939147	0.040658383	0.3786285	0.903858491	1.249651887	1.135357975	0.12997216	2.000953621	1.143825641	1.675228025
PPARGC1B	1.305659743	1.169709611	1.787788212	1.344913766	1.224868534	1.402237439	1.074166111	0.97405751	1.529678094	1.004891933	0.535989121	0.60841294	1.861100464	1.386759356	1.045613682	0.650791368	1.832431319	1.933284147	1.234694176	1.104631673	1.505288035	1.079527455	1.765751635	1.366446821
PPAT	3.111932753	1.913751646	3.467735857	1.987894409	1.774028577	2.172811327	1.904898245	1.662203746	1.898238117	1.609145689	1.510852927	2.88256492	3.273869534	1.859144713	3.61177213	2.680323816	3.02239542	2.087172233	2.377857711	2.8437783	2.597688287	2.279143957	1.960234642	2.329129921
PPCDC	1.965246622	1.565865815	1.596048634	1.918400311	1.374246044	2.101652172	2.536010277	2.286836404	1.857415604	2.063484888	1.316711848	1.446709998	1.471620556	1.981496076	1.813741987	2.017954674	1.593628305	1.178270256	1.457906576	1.657544121	2.244505305	1.439197744	2.05877144	1.547266561
