Ensembl_ID	TCGA-BR-8680-01A	TCGA-IN-A7NR-01A	TCGA-CG-4440-01A	TCGA-R5-A7ZI-01A	TCGA-CG-4462-01A	TCGA-R5-A7O7-01A	TCGA-VQ-A8DZ-01A	TCGA-CG-5719-01A	TCGA-VQ-A8PQ-01A	TCGA-IN-7808-01A	TCGA-D7-A748-01A	TCGA-CG-4460-01A	TCGA-CG-4306-01A	TCGA-VQ-A8PJ-01A	TCGA-R5-A7ZF-01A	TCGA-CG-5724-01A	TCGA-CG-4465-01A	TCGA-BR-7957-01A	TCGA-BR-7196-01A	TCGA-CG-4301-01A	TCGA-CG-5722-01A	TCGA-BR-8289-01A	TCGA-CG-5716-01A	TCGA-CD-8529-01A
CLEC7A	0.601357791	1.350926329	1.589089933	1.853009642	2.817765008	1.244331729	0.774238453	1.068773671	1.658019863	1.582801286	2.61149741	1.414795931	2.541430132	0.535112108	0.485631692	1.536943469	2.186483976	1.138701924	1.776772162	2.288555598	2.030452143	1.010331815	0.681956553	2.70440451
CLHC1	0.839799777	0.55404399	0.793035848	0.33204021	0.601763087	0.512556541	0.451380956	0.266441069	0.841704917	0.969506847	0.3585314	0.760094353	1.257856262	0.350132845	0.472510729	0.22184553	0.388234101	0.463596439	0.52211848	1.162263228	0.429231226	0.684963039	0.283521932	0.431870075
CLIC1	7.977999464	7.24759225	8.51967942	7.640434055	7.29613477	7.196065596	8.302034809	7.956171437	6.418524638	6.81513826	7.331836272	7.730033133	8.016743762	8.45146585	7.989688816	7.762515274	8.035373998	7.16858288	7.810958688	7.486794356	7.584792782	7.337674124	8.157531674	7.797198427
CLIC2	0.784252515	2.126782597	2.120668938	1.695798213	3.779990128	1.447685963	1.685092251	2.175700059	3.642844157	3.572765961	2.998235341	1.812961344	2.102297417	1.254144288	1.217886493	0.916918194	2.308505531	3.263541835	3.17189242	2.667893945	3.129795952	1.65897354	1.908019806	2.818197329
CLIC3	1.819500411	6.567563977	3.588717792	3.774509708	2.944632657	3.430055013	4.777196684	3.433291558	1.94171637	2.213238534	3.81143901	1.8393003	2.485969278	3.571723946	5.630971925	6.346195992	1.34168844	1.824123989	3.272659938	3.855485409	3.630555648	2.640210605	4.361092944	3.170225308
CLIC4	4.544964477	4.65637024	4.399965629	3.925479432	6.250965338	5.35936399	4.363669224	5.428432476	5.127144711	4.358171786	5.66589818	4.732930674	5.389995515	4.770802782	4.571314814	4.621939872	4.974103282	6.180917171	6.272390423	5.649029571	4.819965082	5.461258871	4.620568753	5.59682757
CLIC5	2.066861944	0.875069072	0.695084903	1.058480461	1.072916752	0.431756586	2.164159858	1.496823425	1.700521832	0.778699975	1.732686435	0.749835585	2.35614413	1.860269927	2.290579975	0.930546849	4.0623078	1.851729471	1.231630894	1.761566323	0.705598749	0.442625688	0.540272198	1.500796842
CLIC6	0.552949587	3.406282197	0.271048004	4.120977713	3.531501917	1.013495458	1.116052623	2.924913416	2.089445135	1.034495444	3.081174779	3.640528201	1.251282011	4.416969793	0.408809568	0.892974893	1.011201584	2.614325136	1.445285721	4.289834317	1.100032501	0.787200088	2.962679252	4.957329968
CLINT1	4.594492697	4.850221415	4.915571244	3.28345712	4.903421384	3.970290382	3.792142739	4.603510638	4.831195334	3.645587497	4.187647538	4.344421314	5.605668618	4.976526535	3.410160625	3.481367945	4.894437914	4.601894681	4.302452686	5.150667666	3.993911208	3.989974804	4.512481613	4.535791587
CLIP1	2.273949281	3.367158869	2.644942358	2.454999525	2.832666382	2.337563625	2.651799538	2.172808991	3.114466176	2.314119912	2.461946042	2.56629461	2.734897117	2.800533314	2.692216835	2.412889749	2.725485012	3.114000429	3.066315664	3.024260729	2.284530254	2.817467171	1.973879091	2.73973371
CLIP2	4.150563051	3.030105734	3.329758019	1.898195608	3.525403259	4.142068609	3.530009784	4.359368319	4.27771162	3.768509733	2.460996719	3.66602871	2.898840428	4.02018826	3.675507771	4.211739401	3.099891351	3.799554059	4.145682831	3.164359207	5.401999929	4.061735252	3.981794525	4.682698343
CLIP3	1.90837512	2.596103681	1.334576018	1.198942186	3.510263133	2.296313231	1.683658903	3.677333587	3.986596956	3.686203432	3.562198018	1.605314747	2.00980998	1.601672012	1.305741772	2.174030996	1.617030457	4.190703661	4.083300283	2.555287475	2.549730356	2.892932917	2.045009864	3.371217729
CLIP4	0.380833493	2.116688013	1.740688049	0.481411872	1.982224736	0.498749609	1.21230188	1.333207378	2.026136674	1.188855472	1.655769596	1.911719534	1.143283762	1.146732221	3.419278893	0.911881435	0.850497394	1.914601209	1.935412746	1.42978823	1.036340476	1.269516133	1.243901033	1.682990515
CLK1	3.385999246	3.52095895	4.109646964	3.37514248	3.855009543	3.676557096	3.391262604	2.333845659	4.809586244	4.564630884	3.404533718	4.658157003	4.279045742	3.350451366	3.39471868	2.685586725	3.640226922	3.077245618	3.716670964	4.967913466	3.13271304	2.798264789	3.105764263	3.287334403
CLK2	4.268726417	3.010243063	4.121876292	3.172761275	3.075424973	3.231950562	4.28729111	2.93024168	3.68455881	4.443266689	2.934339767	4.778406544	3.642511338	3.92799815	3.224054569	3.150278021	3.21623076	3.062915253	3.369551907	3.599116844	3.294749665	4.423366353	2.957216816	3.59393624
CLK3	1.77504441	1.394793112	1.829861545	1.540688065	1.524852912	1.772331754	2.062338095	1.71616718	2.084026462	2.343718334	1.039520981	1.700694133	1.716585356	1.881790924	1.106834661	1.466236038	1.474705955	1.406456473	1.744383536	1.479967559	1.675950733	1.420846614	1.513860208	1.592398108
CLK4	1.30789765	1.619693786	1.662497269	1.496100403	1.923540857	1.439331698	1.067695752	1.136415861	2.744447059	2.342829012	1.372761834	1.946169361	1.877095392	1.25024516	1.10550226	1.098754612	1.66434978	1.460916421	1.661227145	2.57968287	1.829147003	1.288371145	1.23846184	1.384695644
CLMN	2.058562523	2.182065417	2.994439585	1.217940359	2.708499356	3.140332376	1.310355493	2.149509975	2.344030789	2.423751472	1.298796656	2.639152157	2.339845277	2.390092409	2.730645573	1.297793291	1.979480336	2.234847015	1.912181803	2.455727751	2.189938241	2.499225259	2.612762081	2.248245242
CLMP	1.315878982	1.501520262	3.07610307	0.633836969	4.176102624	1.42853464	1.263841599	2.646685093	2.316687293	2.582588652	2.697721639	1.729792496	2.510693935	0.893630913	0.761898754	1.737383775	2.495543088	3.901829964	3.31030755	2.043446461	2.20914883	2.06773681	2.220474518	2.713653231
CLN3	0.106869295	0	0	0.027792737	0.027392984	0.029931533	0.069575961	0.016523196	0.08255397	0	0.066287385	0	0.012220371	0	0.022861677	0.030320906	0.068754721	0	0.050155208	0.044827998	0.043393657	0.061644918	0	0.057328513
CLN3	2.942270166	2.996995618	1.795304166	2.779986549	2.186547108	3.009914826	2.450060545	2.818692944	2.543697228	2.797499546	2.638446288	1.843422375	1.949645814	2.053555843	2.75718943	2.831722015	2.824366389	2.224590842	2.029056534	1.784033438	2.427142004	3.003165716	2.364768741	2.733908053
CLN5	1.174025843	1.647580355	1.635167165	0.998619801	1.806538121	1.04764871	2.935731281	1.754296484	2.03026052	1.806068191	2.231297809	1.839355103	2.277602901	2.219699555	1.973477827	1.141828117	1.74368621	2.24652892	1.856792704	2.007324926	2.06467496	1.998874895	1.707201471	2.233023679
CLN6	4.893369223	3.812558942	4.249177002	4.088548409	2.821085247	3.936575941	5.282755093	4.65410071	3.851652951	4.069383357	3.83130898	2.980485082	3.91307901	3.977900373	4.443710379	3.999769929	3.559441824	4.160215226	3.848135362	2.989510698	4.466865582	3.269363479	4.165396652	4.083850763
CLN8	0.957657099	1.282703022	0.989525452	1.410951869	1.683734132	1.389074309	2.129507371	1.396513078	1.930356876	1.697381831	1.558472267	1.540783481	1.145940498	1.787791516	1.152811958	1.643785287	1.170849677	1.48385341	1.524336989	1.536947064	1.415939635	1.391564664	1.370463179	1.838719893
CLNS1A	4.565733269	3.7629398	4.846868737	4.307489086	3.923554446	3.301951017	4.538330057	3.739353379	3.938523809	3.684090187	3.602734638	4.444583473	4.743707917	3.625554388	4.756404754	5.753672633	4.585023889	3.897314505	3.805290829	3.996630025	4.853879799	4.026385585	3.62047763	3.851330211
CLOCK	3.200978129	2.937396994	2.34076982	1.415650636	3.216679739	2.18456182	1.923576584	2.02053949	2.818965205	2.504529489	2.438048176	2.925242123	3.442794272	2.128608205	3.048017026	2.262315672	2.928100049	2.502895898	2.542388071	3.822424439	2.587533152	2.761634319	2.533300628	2.790664163
CLP1	2.263651159	1.719686813	2.697956948	2.525630157	2.428158214	1.846557693	2.147805087	2.070757274	1.879998308	2.131850162	1.297642355	2.467797044	2.680164132	2.499372816	1.935343202	2.565796113	2.634186956	2.247870716	2.532248266	2.670689328	2.981081775	2.725590623	2.298821772	2.096652249
CLPB	2.378822819	2.120407716	3.318104432	3.627608642	2.281144421	2.868603916	3.889990461	2.235731059	3.022855331	2.317449972	2.092242441	3.331685071	2.337639671	3.35987159	3.624503075	3.62090608	2.397387396	3.645684738	2.767166169	1.759241689	2.897585911	3.222512027	3.057252499	3.240655569
CLPP	4.962963841	4.165772256	3.970937841	4.95234819	3.585121099	4.088330044	4.471045549	4.578851465	3.749132555	4.323518537	4.137783002	3.348864396	4.123852749	3.77867144	5.100073016	5.598171867	4.352781225	4.454525124	4.208494171	3.426871346	5.709170765	4.868585363	4.801453061	4.091658321
CLPTM1	5.110860112	5.209836548	5.671884588	5.118975174	4.884986983	4.624851708	5.208392846	5.429894298	4.978427455	5.6753401	4.847144993	5.250060806	4.766556147	5.580668449	5.357580973	5.14694769	4.587034281	5.145120633	5.598054425	4.640694649	6.840830601	5.275393865	5.69198703	5.288565924
CLPTM1L	4.041203857	3.489355651	4.225122288	4.023688888	3.868819938	6.500725323	4.75196509	4.269411577	4.195461886	4.854033985	3.464850413	3.89761749	4.126846398	4.042134119	4.084435821	4.576950204	3.453717678	3.818255212	4.259456047	4.044260994	4.859304912	4.906273892	5.146743186	5.288653193
CLPX	3.566009524	3.159469876	3.553600413	2.762700149	3.043709044	2.899412644	3.688851988	3.223163036	3.270310941	3.254500515	2.739872783	3.45184708	3.670885747	3.417955536	3.080649424	2.616006249	3.759079746	3.888926497	2.889019884	3.396536307	2.831916831	3.259852734	2.914587458	3.084679547
CLSPN	2.91371868	1.591035342	2.384283467	1.900901464	0.916152339	2.249102094	2.036504671	1.238302995	1.519056596	1.857496579	0.88551812	2.210860421	1.718785369	1.735245596	2.855692601	1.830608134	1.806066931	2.034060515	1.607767494	0.744203153	1.959503479	1.834586829	1.921121703	2.199126882
CLSTN1	5.848657969	5.956749942	5.029850456	3.186726893	5.800080809	4.946497002	5.795843373	5.762755663	5.61175725	5.355946396	5.624319434	5.370095282	5.791412419	5.614393905	5.072603658	5.725997089	5.331335541	5.964715	5.786358525	5.268973464	4.845736102	6.243614207	5.058312144	5.614800665
CLSTN2	0.325560252	0.488832002	0.022946118	0.095743746	0.491308239	0.317888734	0.094988741	0.55182161	1.18423623	0.940061867	1.549770454	0.384173694	0.543114412	0.238402458	0.250593389	0.215474727	0.206656556	0.69047586	0.921705888	0.753277989	0.329666158	0.34300505	0.188548627	0.618066226
CLSTN3	2.565608506	2.692799202	2.426894523	3.577423511	3.555155146	2.497176506	2.661715508	3.139334723	4.216364517	3.786148521	2.86523153	4.365497818	2.180646584	3.246195903	1.700608167	2.917331068	1.464678658	3.364323765	4.10513323	2.381587962	3.648879183	3.290092317	2.535588888	3.545040743
CLTA	6.249214635	5.296409471	5.632524894	6.656699501	5.339223604	5.702759612	6.190402342	5.669893735	4.969696432	5.108715818	6.261893196	5.749673186	5.881358481	6.691200848	8.773939595	6.347756952	5.84194205	5.794116306	5.703955561	5.674900565	5.796706382	6.527258884	5.623756729	5.761953099
CLTB	5.712798017	6.495137357	5.910882159	5.467946045	4.91973283	6.809805057	6.079946262	6.022421448	4.82374203	5.053743293	5.41694217	4.646887046	5.141809814	5.68960933	5.599387427	7.430501016	4.751748555	5.49729357	6.19051573	5.780540714	6.370490751	6.100643728	7.294031128	5.492309491
CLTC	5.723747492	5.356662211	5.513698789	4.803059344	5.751726372	4.852092429	5.308452047	5.204021178	5.28664026	4.37573261	5.02343766	6.179552735	5.979904375	5.578192595	5.402776629	4.991064066	6.047689222	5.621757823	5.510832319	5.871774433	5.033222377	5.448495366	5.503363182	5.28288206
CLTCL1	1.015903672	0.727446972	0.854331265	0.525790749	0.574485387	0.289947582	1.275938883	0.36956535	0.485062093	0.53370114	0.586825364	0.790076523	0.350882635	1.394957732	0.358122522	0.312538127	0.253706716	0.428503564	0.81710407	0.295148168	0.379282044	0.764268849	0.139696429	0.317028513
CLU	1.740970643	6.763942764	5.419172955	6.074992205	5.575293947	4.243031429	3.935212774	5.677172334	6.660224859	5.923710261	4.580429997	6.98580736	3.735357404	7.808847027	4.678384059	1.136784763	1.624015414	5.201146692	4.951283956	3.893158182	7.202168464	6.484014997	5.839198073	5.182979565
CLUAP1	1.638149144	1.507179248	1.64450645	1.135995386	1.96347778	1.399350437	1.305723411	1.466900516	1.727640079	1.562468443	1.385091462	1.660654099	1.8615344	1.322606435	1.770278459	1.35402032	1.454046406	1.420379203	1.729820574	1.480301984	1.99350007	1.227714357	0.888809358	2.005384359
CLUH	5.582209133	4.071232656	5.162266576	4.336450916	3.729646837	4.603157873	5.012819259	3.995858762	4.077887669	3.718228027	3.247698453	4.431485896	4.342123293	4.858442578	4.400456594	5.132201993	4.468908884	5.287982877	4.140520061	3.126966781	5.117069272	4.373097832	4.943275039	4.292321735
CLYBL	0.318673901	1.058454655	1.34179252	0.910795578	0.897424879	0.649945061	1.331194163	0.837742792	1.204284471	1.112076055	0.879518621	1.464755638	1.515805675	0.682586484	2.000392872	0.407329372	1.281929418	1.116264786	0.500698239	0.727471065	0.847886168	0.786374192	1.014609774	1.209671942
CMAS	5.358681512	3.857151799	4.376766891	3.699714458	3.469664265	3.470326128	3.957645371	3.592315945	3.894138344	5.135755777	3.527648549	4.279471705	4.502669632	3.834963775	4.983483135	4.264689782	4.898539708	3.641667788	3.213201538	4.362289294	4.714071744	3.583542221	4.235849245	3.889622132
CMBL	3.437342518	4.167801078	4.924170732	0.380868846	3.300529105	4.059448916	2.573317751	1.501266112	4.180768703	1.105713201	2.557048806	1.654263292	2.307602654	4.566604831	2.924307206	3.69095767	4.733833637	4.884697401	1.628825472	4.555375482	1.40713371	4.319518473	3.733537142	5.092691096
CMC1	1.420443253	1.33097244	1.449534288	0.856148755	1.14926265	0.905503275	1.588452248	1.177927272	0.971405262	1.473851571	1.219517345	1.454253917	1.763025753	1.171922649	1.356266914	1.207685918	1.801127319	0.80690835	0.808351503	1.414901421	1.325559219	1.328098157	1.121899314	0.9806582
CMC2	1.575346358	1.590751418	1.796930754	1.673385191	1.043236519	2.265432704	2.329681224	1.226572927	1.067845274	1.014736717	1.393484918	1.882888987	1.730461481	1.160549009	1.904730705	1.430022177	1.312203303	0.970185925	1.050050561	1.58726111	1.494337102	1.615075559	1.287271406	1.365968405
CMIP	3.95416114	4.451068462	3.338456419	3.007667748	4.655528354	4.390459849	4.790635165	4.494946228	4.223243707	4.753458137	3.671491044	2.868286226	3.769500889	3.731144789	4.014698667	3.816776439	3.409364865	4.590603207	4.045402951	3.791859893	4.362013334	3.068707216	3.827027051	3.873479568
CMKLR1	0.387516583	1.026731037	1.347705384	2.30845581	3.575681308	0.857270243	1.084609853	2.013656385	2.449415888	2.018129581	2.580678086	1.747267298	1.743746335	0.715947117	0.425469443	1.291969005	2.513992003	2.063711767	2.597660763	1.886223392	1.880865778	1.814053978	1.440238787	2.656842906
CMPK1	6.042345464	5.488302814	6.258181139	6.042306775	6.041965816	5.495158525	5.253130452	5.608998621	5.566946734	5.171578237	6.355391628	5.376189895	6.312739649	5.585901583	5.831641428	4.412582047	6.520824084	5.97030905	5.932039168	5.753025695	5.3269606	5.682299613	5.899942577	5.783271176
CMPK2	0.748929206	2.333960799	2.606619871	2.072425755	0.861308098	1.47400818	1.575012687	2.363806219	3.213368263	1.315429973	2.495626136	1.744245338	2.617090427	1.515407922	3.043707032	2.250896693	3.235612001	2.113540198	2.917621058	2.443880941	1.765678386	2.068986965	2.472122701	2.788557468
CMSS1	2.702250635	1.687096136	2.894504344	1.970923284	1.403282528	2.911569112	2.351821004	2.308622736	1.382977231	1.497453333	1.410867508	2.290280086	2.770984573	2.862734773	3.092663687	2.962316727	2.338709427	1.717328888	2.489874993	1.591212764	2.628302631	2.48943869	2.299861236	1.919552724
CMTM1	1.059283289	1.108136547	1.850163953	0.791777677	1.914474136	1.294541339	1.355490946	1.391659454	1.959153623	1.027668787	1.369274289	1.110481195	1.097068903	0.80869257	1.113273627	1.768816091	1.121332966	1.029188385	0.847991702	1.450624198	1.346219572	0.881675861	0.683875083	1.724583522
CMTM2	0.364476629	0.162552635	0.860331261	0.607398726	2.646023794	1.445723204	0.93973479	0.785236959	0.62230877	0.177288927	2.507643515	0.751085628	1.285258469	0.475187429	0.36355599	0.804300497	0.486876953	0.701745565	0.308045537	0.220531979	0.2966439	0.212285963	0.693777802	0.341066993
CMTM3	2.068734483	3.044015741	2.616734834	3.220115299	3.832469633	2.519456563	3.103735795	4.364892369	3.759660994	3.443059143	4.645156782	2.474727298	3.096526856	1.839495876	1.613401773	4.461566212	3.243681302	4.295537303	3.688257148	3.822238321	3.287476026	3.176106846	1.947865037	4.174953881
CMTM4	4.506585721	3.003330512	2.674165014	2.875540908	4.061966602	3.386610176	3.36700948	2.698812291	3.35546405	2.416491078	1.372068496	3.529073838	2.985562874	3.332452572	4.469853619	2.593800598	3.640420116	3.596926744	2.887142776	3.417195218	3.170259519	2.853314957	4.397772246	4.131299642
CMTM6	5.099928692	4.575485229	4.178487147	3.375162065	5.018461876	7.263147599	5.11378932	4.459783667	4.354822829	4.547661689	5.309600345	4.48129357	5.018918222	4.499433666	4.290955775	4.402754704	4.763977768	3.965566995	4.321738002	4.820328456	4.748275329	4.048838608	4.373988631	4.665643942
CMTM7	3.160570333	3.336343928	2.858263608	3.136031884	3.587885575	6.049869785	3.675975625	4.279724738	3.353871381	3.905026424	4.222502105	2.052470336	2.64820702	1.925527141	3.929715679	5.388003081	2.213873298	2.278275448	3.510453051	3.404067409	4.498006594	3.501641614	3.156545258	3.243921891
CMTM8	4.339552782	4.042086767	3.020656307	2.928894901	3.083147715	7.169541685	4.573177544	4.078057957	2.481886348	3.992169212	4.113745724	3.704959543	4.159611899	4.239817488	4.541698412	3.045182551	3.591560383	2.438349682	3.458886961	3.628729013	4.02161814	4.059153529	3.62440815	2.874730605
CMTR1	3.161960626	3.20962017	3.771494415	2.801735576	3.118427123	2.538313629	3.59383676	3.153968215	3.702427774	3.398765212	2.824989433	4.546929351	3.227054722	3.498685117	3.638813384	3.530078764	3.109714487	3.418094064	3.649579799	3.002874494	3.320147084	3.692369147	2.976929501	3.56902031
CMTR2	2.507420186	2.40188623	2.629210455	2.125760679	2.640726714	2.056445875	2.479563865	1.904087066	2.859490859	2.155058814	1.898641616	3.032414919	2.564134821	1.983803447	3.150293538	1.706400612	2.879618403	2.183881914	1.853488341	2.708745819	2.087681438	1.926540593	2.068022393	2.572519906
CMYA5	0.091297089	0.28622916	0.083487249	0.130188851	0.577329606	0.239593042	0.128797399	0.237513832	0.420763424	0.122279344	0.34064905	0.353031055	0.152519492	0.173991116	0.163756906	0.097077677	0.087065527	0.591564137	0.612794168	0.329588565	0.115553521	0.403228332	0.046695258	0.244889598
CNBP	7.271637491	7.120287065	7.55567352	6.528901725	6.893533365	7.081785117	7.129522693	6.795801371	6.937433881	6.811476963	6.519787617	7.218330251	7.662526516	7.393691161	7.236892476	6.451794704	6.957209268	6.810041369	7.225164816	7.111832716	6.89499466	6.885884606	7.011996266	6.610073065
